year,Subject code,forfatternavn
1837,"56,-166","Ancelot, Jacques Arsène Polycarpe Franz."
1880,"41:2,-172","Steen, Adolph."
1887,"23,-210","Skousgaard, Anna."
1868,"57,-374i","Schwartz, Maria Sophia."
1872,"18,-44","Steen, Adolph."
1852,"3,-449","Skjoldager, N. H."
1855,"57,-374f","Schwartz, Maria Sophia."
1888,"30:1,-67","Sand, Fr."
1885,"45,-169","Stein, Harald."
1890,"5,-6","Hansen, C. Asschenfeldt."
1875,"15,-263","Simonsen, Simon."
1756,"18,-114","Matthisen, Søren."
1802,"15,-179","Prahl, Niels."
1627,"53,-109","Mariager, Jens Jensen."
1719,"8,-260","Laverentzen, Johannes."
1769,"37,-35","Lövenskiold, Michael Hermann."
1782,"3,-395","Luther, Martin."
1772,"4,-189","Kingo, Thomas."
1759,"4,-189","Kingo, Thomas."
1898,"18,-201","Ryssel, S."
1888-90,"18,-159","Meier, N. N."
1878,"18,-181","Hansen, Chr."
1838,"18,-176","Jacobi, Alex."
1897,"18,-154","Matzen, M."
1875,"18,-181","Hansen, Chr."
1878,"18,-154","Hansen, Chr."
1883,"18,-182","Eschricht, C. L."
1816,"35,-188","Nyerup, Rasmus."
1827,"34:4,-193","Neergaard, Jens Veibel."
1827,"34:3,-184","Tauber, Erik Gjørup."
1817,"35,-284","Nyerup, Rasmus."
1898,"1,-462","Thomsen, Minnie."
1886,"1,-129","Buhl, Frants."
1884,"48,-105",Catullus.
1895,"26,-49","Bruun, F. T."
1887,"1,-99","Buhl, Frants."
1839,"15,-220","Riise, J. Chr."
1838,"27,-242","Harboe, Carl Leopold Ludvig."
1884,"23,-320","Holck, Erna."
1875,"23,-320","Thaarup, Sørine."
1849,"23,-314","Christensen, Wilhelmine."
1885,"23,-311","Mangor, A. M."
1882,"23,-323","Nielsen, Nielsine."
1869,"23,-312","Mangor, A. M."
1784,"37,-91","Buch, Gert Diderich."
1850-1854,"19,-179","Olufsen, C. F. R."
1890,"57,-201","Larssen, Otto."
1898,"57,-189","Knudsen, Jakob."
1887,"49,-183","Grove, Joh."
1854,"6:1,-185","Hansen, Niels."
1867,"53,-296","Hansen, Mads."
1867,"54,-276","Groth, Klaus."
1883,"2,-210","Evers, Georg."
1861,"30:1,-65","Gjellebøl, J. E."
1894,Særtrykssamlingen,"Gregersen, I. M."
1860,"5,-80","Grammlich, Johan Andreas."
1837,"59,-195","Asmussen, Johs."
1834,"57,-323","Klinge, Joh. Pt."
1835,"57,-376","Bramsen, C. M."
1833,"57,-534","Schumacher, Casp."
1832,"57,-408","Fouqué, Friedr. de la Motte."
1838,"58,-141","Paulding, James."
1835-51,"58,-125","Marryat, Fred."
1834,"57,-11","Rasmussen, A."
1858,"34:4,-128","Jørgensen, B. S."
1891,"6:1,-227",Ifversen.
1850,"45,-238","Johansen, Joh. Carl."
1895,"41:1,-13","Diriks, C. F."
1899,"56,-374","da Ponte, L."
1889,"22,-26","Rützou, Sophus."
1843,"22,-173","Forchhammer, Johann Georg."
1841,"21,-67","Heger, J. St."
1892,"22,-26","Poulsen, V. A."
1893,"21,-99","Lütken, Chr. Fr."
1879,"21,-101","Schmidt, Oscar."
1879,"21,-58","Macmillan, Hugh."
1876,"21,-70","Lund, T. H."
1847,"22,-176","Forchhammer, J. G."
1893,"21,-70","Lund, T. H."
1888,"21,-102","Boas, J. E. V."
1858,"21,-69","Berlin, N. J."
1892,"21,-58","Brehm, A. E."
1841,"21,-66","Funke, Carl Philipp."
1897,"21,-102","Hvenegaard-Lassen, J. Chr."
1834,"21,-68","Lassen, N. C. N."
1856-59,"22,-59","Lange, Joh."
1869-74,"21,-70","Erslev, Ed."
1882,"21,-99","Lütken, Chr. Fr."
1869,"22,-114","Rostrup, E."
1864,"22,-59","Lange, Joh."
1839,"21,-68","Burmeister, Herm."
1840,"22,-42","Martius, K. Fr. Ph. v."
1878,"21,-70","Feddersen, Arthur."
1805,"11,-161","Palloni, Gaetano."
1811,"15,-235","Steenschwang, Ped. Hansen."
1865,"3,-449","Daugaard, Jacob Brøgger."
1855,"34:2,-93","Stiernholm, F. C."
1867,"34:2,-128","Harbou, Johannes."
1832,"32,-33","Baggesen, Friedr. Ludv. Aug. Haller."
1884,"38,-102",Kasandra.
1873-1874,"27,-44","Edsberg, H. V. S."
1865,"27,-64","Grunth, C. A."
1888,"34:2,-96b","Ruhveder, H. M."
1882,"34:2,-96","Edsberg, V."
1870,"34:2,-99","Blom, Carl."
1876,"34:2,-99","Jørgensen, A. D."
1837-43,"27,-25","Bokkenheuser, C. P."
1882,"34:2,-96","Fraenkel, A."
1809,"46,-280","Withammer, Olaus."
1716,"42,-23","Roed, Lyder."
1747-50,"46,-196","Rothe, Casper Peter."
1715,"46,-235","Worm, Christen Willumsøn."
1898,"5,-58","Coates, C. A."
1805,"53,-259","Ewald, Johannes."
1872,"5,-233","Schmidt, Harald."
1865,"6:1,-154","Funder, P."
1792,"13,-241","Arbo, Nic."
1770,"13,-49","Hensler, Philipp Gabriel."
1761,"12,-158","Holm, Theodorus."
1796-1797,"11,-116","Buchan, W."
1792,"14,-111","Moritz, Carl Philipp."
1788,"13,-209","Schobelt, Christopher Henrik."
1874,"29,-222","Christensen, Rich."
1885,"3,-349","Christlieb, Theodor."
1849,"3,-419","Cramer, Johan Andreas."
1868,"52,-76","Collett, Camilla."
1859,"2,-229","Clausen, H. N."
1844,"34:2,-332","Clausen, Henr. Nic."
1880,"54,-135","Clausen, Lars."
1883,"52,-76","Christiani, Emil."
1891,"34:2,-341","Clausen, Johannes."
1802,"41:1,-428","Schønheyder, Joh. Chr."
1816,"42,-194","Seidelin, Valent. Pt."
1865,"27,-299","Knudsen, J. M."
1894,"30:2,-219","Lütken, André."
1857,"30:2,-150","Grundtvig, Johan."
1899,"28,-31","Gøtzsche, Johannes."
1863,"30:2,-240","Paulli, J. H."
1870,"28,-133","Etlar, Carit."
1891,"30:2,-206","Meyer, Aage."
1862,"30:2,-150","Poggio, Franc."
1866,"30,1-18","Flemmer, Eduard."
1896,"30:2,-188","Thrige, S. B."
1800,"28,-198","Bligh, Will."
1748,"34:3,-183","Reuss, Henrik"
1827,"32,-248","Lund, Chr. A."
1745,"12,-59","Lincke, Joh. Chrph."
1764,"5,-51","Bunian, Johs."
1823,"4,-240","Brorson, Hans Adolph."
1887,"57,-373d","Ahlgren, Ernst."
1890,"1,-396","Obel, V."
1890-93,"54,-4","Rantzau, W."
1800,"6:2,-97","Pavels, Claus."
1818,"4,-436","Høegh-Guldberg, Fr."
1746,"6:2,-121","Reuss, Jeremias Friedrich."
1804,"6:1,-120","Cramer, Pet. Chr."
1729,"5,-64","Dyke, Daniel."
1821,"4,-436","Weinwich, N. H."
1808,"6:2,-152","Schultz, N. Stockfleth."
1887,"45,-6","Madvig, J. N."
1845,"42,-241","Vedel Simonsen, Lauritz Schebye."
1895,"23,-37","Brown, Will."
1864,"23,-37","Thorsøe, Fred."
1886,"44,-183","Bidstrup, Jul."
1752,"5,-68","Ewald, Enevold."
1754,"5,-80","Grüning, Johs."
1685,"5,-168","Rous, Frans."
1775,"4,-283","Lund, Jakob Johan."
1656,"5,-146","Nielsen, Villads."
1687,"4,-187","Gertsen, Christian."
1792,"4,-232","Bechmann, Hans Gram."
1742,"4,-245","Crondahl, Anna Dorothea."
1782,"4,-196","Ussing, Henr."
1739,"5,-185","Spener, Philip Jacob."
1771,"5,-178","Seeberg, Gerh."
1781-83,"4,-298","Ramus, Jacob."
1755,"5,-205","Warwich, Arthur."
1752,"4,-300","Rostgaard, Conradina Sophia."
1781,"6:1,-212","Holm, Lars."
1735,"6:2,-201","Thestrup, Frands."
1771,"6:1,-119","Cramer, Joh. Andr."
1678,"6:2,-21","Lyngbye, Thomas."
1798,"6:1,-186","Hansen, Peder."
1891,"47,-206","Sørensen, Axel."
1891,"1,-59","Ussing, Henry."
1841,"5,-197",Thomas a Kempis.
1841,"4,-213","Boisen, L. N."
1890-1901,"3,-244","Perger, A."
1864,"57,-374z","Topelius, Zacharias."
1895-96,"27,-396","Tuxen, E."
1867,"4,-191","Bøtcher, P. J."
1873,"41:2,-192","Jørgensen, L. A."
1894,Særtrykssamlingen,"Ulrich, Chr."
1844,"54,-160h","Tegnér, Esaias."
1862,"29,-179","Ussing, L."
1893,"16,-236","Trap, Cordt."
1898,"28,-114",Pastor A.
1879,"56,-276",Molière.
1652-55,"35,-34","Huitfeldt, Arild."
1882,"5,-119","Larsen, V. A."
1866-67,"15,-191","Leth, H. J."
1896,"32,-233","Lautrup, E."
1881,"31,-158","Købke, P."
1858,"15,-189","Laursen, L."
1838,"6:2,-8","Leth, Albert."
1852,"5,-119","Larsen, Jens."
1869,"5,-119","Larsen, M."
1806,"40:2,-486","Laugier, L."
1791,"11,-195","Olsen, Eric."
1769-1774,"39,-90","Rhud, Otto."
1769,"33,-374","Randrup, Laurids Nielsen."
1793,"11,-235","Bastholm, Christian."
1793,"34:1,-265","Balle, Nic. Edinger."
1799,"33,-276","Krag, Fr. Chr."
1884,"48,-113","Koch, Joh. B."
1818,"56,-221","Etienne, Charles Guillaume."
1884,"34:4,-136","Kristoffersen, L."
1894,"23,-340","Mangor, A. M."
1879,"22,-135","Hansen, Emil Chr."
1874,"23,-340","Mangor, A. M."
1885,"22,-95",Kiærskou.
1879,"47,-327","Simonsen, T. L."
1833,"59,-167","Larsen, T. C."
1881,"59,-137","Filosofikum, Peter."
1887,"47,-328","Rasmussen, P."
1889,"47,-284","Skøtt, Johan."
1854,"47,-336","Wolle, E."
1839,"59,-128","Dietz, Martin."
1842,"59,-196","Asmussen, C."
1869,"47,-301","Jung, C."
1853,"47,-342","Høst, Joh. Nik."
1840,"59,-128","Jørgensen, P. N."
1886,"47,-327","Ankjær, E."
1879-94,"14,-343","Bøgh, Nicolai."
1896,"57,-59","Aagaard, Oscar."
1821,"14,-266","Bohabdilla, Ismelka."
1830-32,"57,-10","Høst, Andreas Frederik."
1880,"57,-44","Holberg, Ludvig."
1884,"57,-14","Grebdron, C."
1895,"15,-276","Hansen, C. Asschenfeldt."
1794,"16,-73","Mansbach, Friedr."
1680,"18,-115","Matthiesen, Søren."
1760,"17,-11","Baden, Jacob."
1754,"17,-317","Riies, Jacob."
1795,"16,-239","Gamborg, And."
1798,"18,-336","Büsch, Johann Georg."
1784,"18,-66","Geuss, Joach. Mich."
1857,"4,-240","Brorson, Hans Adolph."
1856,"4,-239","Braarup, P."
1828,"10,-126","Caspari, Carl."
1895-1901,"15,-194","Bondesen, Ingvor."
1861,"55,-38","Bjørnson, Bjørnstjerne."
1870,"47,-247","Bondesen, N. W. T."
1875,"38,-90","Birkedal, Vilhelm."
1875,"6:1,-11","Bindesbøll, Severin Claudius Wilken."
1886,"34:4,-207","Buus, N. P. J."
1899,"24,-67","Christensen, Anton."
1897,"57,-94","Bjørnson, Bjørnstjerne."
1848,"47,-175","Bojesen, Ernst Frederik Christian."
1867,"47,-175","Bojesen, Ernst Fred. Chr."
1897,"44,-108","Wroblewski, Otto B."
1854,"43,-3","Wolff, A. A."
1812,"8,-319","Steenstrup, Arent."
1858,"16,-259","Valentiner, A."
1854,"33,-311","Wolff, A. A."
1806,"30:2,-47","White, Francis."
1887,"18,-107","Zachariae, G."
1860,"46,-318","Ørsted, C."
1868,"52,-113","Watt, Robert."
1894,"53,-173","Elberling, Em."
1887-90,"15,-193","Strøm, Torvald."
1897,"46,-295","Wroblewski, Otto B."
1893,"22,-19","Warming, Eug."
1876,"28,-184","Topsøe, V. C. S."
1883,"53,-166","Balslev, Lauritz N. V."
1838-39,"53,-147","Petersen, C."
1873,"53,-118","Winther, Christian."
1866,"53,-161","Sørensen, K. S."
1873,"53,-120","Strandberg, Jul."
1849,"53,-151","Fenger, Th."
1876,"53,-164","Hansen, Just Theod."
1872,"53,-163","Eskesen, Morten."
1875,"53,-164","K., S."
1876,"53,-120","Westrup, August."
1875,"53,-152","Boisen, P. O."
1881-86,"53,-166","Jensen, K."
1888,"53,-163","Hohlenberg, Ove."
1870,"53,-119","Barfod, Fr."
1844,"59,-130","Jørgensen, Peter Nicolai."
1797,"34:2,-225",Dichman.
1795,"29,-75","Bärens, Johan Hendrich."
1789,"18,-118","Cramer, Christian."
1715,"4,-246","Dass, Petter."
1757,"3,-11","Haven, P. v."
188-?,"1,-517","Parker, Theodor."
1846,"53,-226","Etlar, Carit."
1894,"53,-224","Bredal, Niels."
1870,"53,-216","Blicher, Steen Steensen."
1889,"53,-195","Bang, Herman."
1848,"53,-196","Bang, O. L."
1872,"53,-209","Bjerre, E."
1890,"53,-209","Bildsø, Chr."
1896,"53,-244","Christiansen, Einar."
1846,"53,-216","Blicher, St. St."
1894,"53,-252","Dolleris, Andreas."
1887,"18,-157","Andersen, N."
1803,"10,-330","Becker, G. W."
1896,"55,-58","Christiansen, Einar."
1819,"46,-181","Oehlenschläger, Adam."
1888,"18,-159","Andersen, N."
1899,"52,-71","Balling, Chr."
1888,"18,-157","Andersen, N."
1810-1812,"41:2,-188","Granberg, Per Adolf."
1855,"37,-357","Molbech, Chr."
1880,"57,-523","Ziel, Ernst."
1869,"53,-285","Grundtvig, N. F. S."
1872,"25,-51","Lawaetz, O."
1846,"2,-6","Balslev, C. F."
1890,"47,-434","Ahn, F."
1854,"55,-250","Oehlenschläger, Adam."
1881,"58,-194","Mackarness, Henry S."
1880,"2,-9","Assens, O. S."
1882,"57,-189","Kielland, Alexander L."
1884,"18,-157","Andersen, N."
1898-1908,"59,-29","Asbjørnsen, P. Chr."
1883,"15,-28","Wille, H. J."
1858,"3,-448","Lisco, F. G."
1854,"3,-448","Lisco, F. G."
1853,"4,-196","Mynster, J. P."
1898,"47,-327","Ankjær, E."
1837,"20,-395","Zeise, Guil. Chrph."
1886,"18,-157","Andersen, N."
1847,"4,-196","Mynster, J. P."
1865,"2,-8","Assens, O. S."
1612,"44,-285","Resen, Hans Poulsen."
1889,"59,-237","Bruun, Malthe Conrad."
1877,"57,-373q","Cederblad, Helmfrid F a."
1856,"57,-536","Jensen, Vilhelm."
1884,"23,-189a","Borup, F."
1867,"22,-126","Branth, J. S. Deichmann."
1871,"31,-232",Hugin.
1857,"5,-199","Thornum, N."
1854,"3,-440","Jensen, J."
1783,"4,-195","Schiørring, Niels."
1873,"10,-17","Mansa, F. V."
1898,"24,-106a","Jensen, J. M."
1881,"42,-31","Klæstrup, P."
1801,"37,-121","Sander, Levin Christian."
1812,"52,-54","Nyerup, Rasmus."
1871,"34:4,-77","Larsen, J. E."
1894,"34:4,-99","Hansen, H. P."
1861,"42,-115","Rasmussen, R. C."
1771,"34:2,-121","Abrahamson, Werner Hans Frederik."
1871,"34:3,-252","Schepelern, G."
1882,"52,-213","Grundtvig, N. F. S."
1798,"47,-494","Weckherlin, C. C. F."
1766,"48,-85","Baden, Jacob."
1747,"48,-185","Eilschow, Frid. Chr."
1792-1793,"48,-140","Horatius Flaccus, Quintus."
1768,"47,-160","Schlegel, Joh. Henr."
1779,"47,-208","Prahl, Niels."
1699-1700,"1,-377","Lassenius, Johan."
1740,"1,-292","Monrad, Frid."
1894,"28,-106","Olsen, S."
1876-78,"47,-437","Listov, J."
1898,"28,-106","Olsen, S."
1892-1893,"47,-439","Prahl, Samuel."
1854,"47,-434","Lassen, H. C. F."
1850,"28,-104","Brøndsted, Peter Oluf."
1844-45,"47,-444","Lassen, H. C. F."
1864,"47,-435","Ahn, F."
1859,"28,-93","D Ewes, J."
1881,"28,-105","Nordau, Max."
1896-1898,"47,-440","Bovien, E."
1884,"47,-467","Consoli, Santi."
1884-1886,"47,-135","Dahlerup, Verner."
1858,"47,-435",Hauschild.
1892,"2,-11","Bredsdorff, Chr."
1859,"34:2,-297","Brammer, Gerhard Peter."
1884,"3,-56","Blædel, N. G."
1896,"47,-328","Schiller, Friedrich von."
1897,"17,-253","Schmidt, Alfred."
sa,"45,-78","Møller, R."
1879,"3,-112","Naville, Ernest."
1896,"17,-186","Nuitter, Ch."
1859,"58,-366","Møller, C. F."
1869,"57,-29","Watt, Robert."
1790,"42,-274","Brun, Joh. Nordahl."
1788,"21,-119","Riegels, Niels Ditlev."
1762,"17,-257","Wiedewelt, Johannes."
1646,"18,-112","Mikkelsen, Niels."
1855,"37,-355","Schack, H. E."
1857,"37,-361","Dirckinck-Holmfeld, C."
1858,"37,-362","Schøler, Vilh."
1852,"37,-342","Martin, Paul."
1853,"37,-349","Hjort, Peder."
1867,"23,-76","Bauer, R. W."
1872,"23,-66",samlede.
1859,"34,4-290","Mortensen, M."
1667,"5,-297","Ravn, Albert."
1845,"53,-306","Henrichsen, Poul."
1854,"53,-300","Hauch, Carsten."
1856,"53,-295","Hansen, Hans And."
1832,"53,-302","Heiberg, Johan Ludvig."
1864,"53,-296","Hansen, Hans Chr. Pt."
1890,"53,-292","Hafstrøm, S. M."
1857,"53,-280","Giørup, Michael."
1867,"53,-296","Hansen, Mads."
1896,"53,-274","Fønss, Otto C."
1700-01-01T00:00Z,"14,-292","Brunsmand, Johan"
1884,"21,-128","Schou, Jens."
1892,"40,2-514","Top, Hans."
1879,"38,-97","Birkedal, Vilhelm."
1856,"21,-57","Thomsen, Julius."
1884,"21,-89","Tauber, P. A. M."
1837,"3,-440","Frølund, Caspar Frederik Sophus."
1831,"10,-109","Wendt, Joh. Chr. W."
1835,"1,-242","Rohmann, Jørgen Lindegaard."
1836-1841,"8,-134","Lange, Frands Martin."
1834,"4,-437",Swieten.
1831,"4,-213","Müller, Ludvig Christian."
1839,"5,-174","Schleiermacher, Friedrich."
1831,"4,-263","Hansen, Conr."
1836,"2,-209","Sommer, Hans Georg Krog."
1824-34,"8,-195","Høst, Joh. Nik."
1839-40,"5,-10","Suhr, Johannes Søren Bloch."
1718,"36,-59","Friis, Jørgen."
1719,"36,-60","Vhite, Sebastian."
1818,"37,-204","Moltke, Frederik v."
1752,"36,-215",Sparkiær.
1813,"3,-444","Niemeyer, August Hermann."
1890,Særtrykssamlingen,"Schwanenflügel, H."
1858,"26,-40","Schübeler, Fr. Chr."
1893,"34:1,-352","Sonne, Chr."
1852,"3,-156","Rambach, Johan Jacob."
1888,"56,-409","Mohn, Christian."
1878,"30:2,-228","Schiern, Frederik."
1847,"4,-257","Grundtvig, N. F. S."
1883,"4,-258","Grundtvig, N. F. S."
1857,"4,-257","Grundtvig, N. F. S."
1846,"4,-257","Grundtvig, N. F. S."
1807,"52,-202","Hansen, C. P."
1829-1832,"2,-193","Friederich, Konrad."
1842,Særtrykssamlingen,"Grundtvig, N. F. S."
1847,"53,-91","Grundtvig, Svend."
1883,"17,-107","Müller, A."
1843,"53,-115","Holst, H. P."
1831,"17,-9","Zeuthen, Ludv. Bang."
1859,"34:3,-454","Overskou, Thomas."
1839,"34:3,-454","Rosenstand-Goiske, Peder."
1849,"34:3,-467","Bournonville, August."
1816,"33,-207","Jørgensen, Stephan."
1827,"34:2,-108","Kierulf, Herman."
1804,"33,-312","Meden, Andr. Pet."
1826,"34:3,-250","Collin, Jonas."
1804,"34:3,-229","Guldberg, Fr. Høegh."
1822,"34:3,-165","Melchior, Hans Bøchman."
1822,"33,-400","Brøndsted, Geert Jo."
1829,"30:2,-230","Schmidt, W."
1810,"34:1,-63","Bøggild, Jens."
1817,"22,-180","Esmarch, Lauritz."
1817,"34:4,-381","Lehmann, Mart. Chr. Gottl."
1829,"32,-125","Malling, Ove."
1822,"33,-16","Lange, Johs. Chr."
1820,"34:2,-256","Baden, Gustav Ludvig."
1822,"34:1,-73","Baden, Gust. Ludv."
1814,"33,-90","Arnesen, Poul."
1830,"34:2,-245","Bøtcher, Hans Jacob."
1819,"32,-200","Castberg, Peter Atke."
1818,"34:4,-257","Haysen, Jens Andr."
1803,"18,-189","Horn, Frederik."
1867,"17,-361","Holst, Claus."
1855,"47,-281","Bresemann, Frederik."
1844,"47,-245","Flor, Christian."
1862,"44,-78","Holm, H. P."
1892,"15,-193","Larsen, Joakim."
1879,"15,-33","Petersen, A. C."
1891,"15,-52","Schneekloth, K. A."
1613,"4,-134","Schwartz, Matthæus."
1878,"55,-139","Ibsen, Henrik."
1835,"3,-396","Luther, Martin."
1864,"30:2, 305","Sommer, M. A."
1775,"6:2,-245","Wøldike, Andreas."
1884-86,"11,-72","Tryde, Just Adam Christian."
1759-1791,"28,-40","Jonge, Nicolai."
1752-1753,"41:1,-145","Pontoppidan, Erik Ludvigsen."
1834,"18,-328","Pedersen, Henning."
1897-1898,"58,-20","Hammerich, Frederik."
1884,"57,-244","Ravnkilde, Adda."
1859,"44,-49","Sibbern, Frederik Christian."
1794,"11,-10","Faust, Bernhard Christoph."
1843,"47,-477","Repp, Thorl. Gudm."
1856-57,"47,-377","Listov, J."
1851,"47,-391","Ancker, Emil Ferd."
1896,"47,-186","Rasmussen, Hans."
1847,"47,-175","Flindt, S. T. D."
1893,"47,-185","Mikkelsen, Kr."
1898,"47,-383","Forchhammer, Henni."
1866,"47,-180","Ørum, J. C. M."
1865,"47,-179","Claudi, J."
1838,"47,-173","Hjort, Peder."
1891,"47,-184","Jørgensen, Karl."
1880,"47,-370","Lund, Joh."
1825,"58,-153","Scott, Walter."
1824-1825,"58,-350","Stael Holstein, Barronne De anne Louise Germaine Necker."
1825,"58,-153","Scott, Walter."
1807,"56,-399",Dumaniant.
1830,"57,-510","Tromlitz, A. v."
1849,"37,-389","Thygesen, Th."
1798,"15,-180","Rønne, Bone Falch."
1845,"31,-207","Schouw, Joachim Frederik."
1842,"6:1,-184","Hansen, Jens."
1866,"16,-23","Bille, C. St. A."
1868,"30:2,-306","Sommer, M. A."
1847,"30:2,-305","Fribert, L. J."
1871,"30:2,-302","Nielsen, Chr. B."
1893,"30:2,-303","Pio, Louis."
1877,"16,-20","Schwartz, C. C."
1843,"39,-231","Alexander, G. W."
1899,"16,-126","Engelstoft, L."
1888,"16,-247","Kropotkine, Peter."
1866,"30:2,-305","Marsh, W."
1898,"16,-249","Koch, H."
1897,"14,-444","Kieler, Laura."
1892,"46,-52","Skouboe, Fr."
1877,"46,-74","Seidelin, F. E."
1872,"46,-79","Martensen, H."
1889,"46,-30","Schjørring, Jens."
1852,"46,-52","Olufsen, C. F. R."
1868-1899,"46,-99","Sommer, Mogens Abraham."
1877,"54,-15","Rønning, Paul."
1865,"46,-85","Mørk Hansen, M."
1881,"46,-96","Smith, Gustav."
1851,"46,-108","Mourier, Charles Adolph Dénys."
1868,"46,-34","Schmidt, Frederik."
1898,"27,-392","Teller, C. Ph."
1893,"8,-349","Friis, B. S."
1850,"27,-246","Perrot, Ferd."
1893,"18,-370","Rasmussen, Aage Henning Michael."
1856,"19,-100","Middelboe, Stephan."
1852,"47,-211","Rosenkilde, G."
1855,"37,-358","Salicath, P."
1841,"37,-318","Møller, Caroline."
1855,"37,-356","Lütken, Johannes Christian."
1863,"37,-427","Beck, Charles."
1853,"37,-350","Fich, Alfred Har. Em."
1852,"37,-339","Lütken, Johs. Chr."
1888,"37,-409","Holst, Frits."
1854,"37,-354","Zahle, P. Chr."
1860,"37,-365","Madvig, J. N."
1890,"38,-55","Feilberg, N. L."
1848,"37,-373","Blaunfeldt, M. F."
1849,"37,-428","Baggesen, Fr. Ludv. Aug. H."
1840,"37,-265","Mynster, J. P."
1852,"37,-344","Kall, J. C."
1848,"37,-329","Haven, Frederik Christian von."
1853,"37,-345","Reiersen, C. P. P. F."
1894,"38,-55","Aga, Emil."
1858,"37,-362","Tiemroth, C."
1848,"37,-282","Haar, F. C. G."
1854,"37,-353","Lybye, Søren."
NA,"37,-317","Mynster, J. P."
1865,"38,-33","Mørk Hansen, M."
1848,"37,-328","Kall, J. C."
1854,"37,-353","Eibeschütz, Nathan Jacob."
1857,"37,-361","Zahle, Peter Christian."
1848,"37,-285","Damkier, Jacob Rasmus."
1849,"37,-334","Høyer, H."
1884,"3,-198","Carstensen, N. F."
1837,"52,-74","Buchwald, Joh. Heinr. v."
1887,"14,-443","Muller-Eggen, J."
1899,"22,-212","Eberlin, Pt."
1846,"43,-5","Cappel, H. P."
1889,"57,-373r","Edgren, Anne Charlotte."
1872,"34:4,-145","Carstensen, R."
1890,"57,-373r","Edgren, Anne Charlotte."
1872,Særtrykssamlingen,"Dreyer, Johann Ludvig Emil."
1891,"33,-348","Carlsen, Vilh."
1863,"57,-187","Karup, W. I."
1887,"57,-186","Jørgensen, Martin."
1884,"57,-185","Iversen, Iver."
1889,"57,-186","Kaarsberg, Hans S."
1889,"57,-182","Ipsen, Alfred."
1876,"57,-187","Karstens, Kamillo."
1867,"8,-212","Paludan-Müller, C."
1741,"3,-416","Pontoppidan, Erik Ludvigsen."
1889,"33,-313","Hedelund, Ludvig N."
1897,"17,-336","Agerholm, Sophus."
1855,"29,-39","Müller, L."
1893,"32,-37","Tuxen, C. F. F. E."
1868,"32,-17","Algreen-Ussing, Fr."
1894,"57,-203","Levetzow, Cornelia."
1819,"5,-92","Hetting, Chr. Tob."
1850,"17,-232","Juuel, A."
1821,"3,-97","Clausen, Henr. Nic."
1825,"3,-235","Clausen, Henrik Nicolai."
1830,"3,-15","Clausen, Henr. Nic."
1820,"2,-52","Faber, P. D."
1805,"2,-47","Crawford, Carl."
1827,"3,-236","Clausen, Henrik Nicolai."
1813,"2,-48","Bärens, Jo. Henr."
1805,"3,-444","Kildal, Simon."
1829,"3,-236","Barthels, Ludvig W."
1813,"2,-49","Lorentzen, S."
1807,"4,-99","Abel, Søren Georg."
1888,"17,-203","Jørgensen, C."
1828,"3,-53","Fogtmann, Nik."
1857,"17,-245","Freund, H."
1826,"1,-5","Gurlitt, J."
1680?-1686,"4,-275","Kingo, Thomas."
1870,"18,-23","Sylow, L."
1899,"34:1,-84","Thiset, A."
1885,"43,-65","Thiset, A."
1772,"14,-401","Bech, Jens."
1827,"47,-415","Bredsdorff, Jac. Hornemann."
1817,"47,-209","Bredsdorff, Jakob Hornemann."
1758,"55,-43","Bredal, Niels Krog."
1771,"55,-43","Bredal, Niels Krog."
1889,"6:2,-19","Luther, Martin."
1862,"31,-143",Frederik
1841-1842,"31,-137","Christie, W. F. K."
1843,"30:2,-261","Davis, John Francis."
1891,"30:2,-336","Grove-Rasmussen, A. C. L."
1889,"31,-163","Rasmussen, R. C."
1894,"30:2,-335","Schrøder, F."
1897,"28,-163","Scavenius, Peer."
1892,"30:2,-293","Kabell, Søren K."
1893,"59,-138","Schmidt, Alfred."
1789,"15,-228","Cramer, Johann Andreas."
1784,"54,-34","Sneedorff, Hans Chr."
1893,"43,-156","Schrøder, L."
1716,"30:2,-230","Phoenixberg, Povel."
1885,"5,-254","Tolstrup, Carl."
1890,"22,-187","Rørdam, K."
185-?,"45,-12","Rørdam, Hans Christian."
1890,Særtrykssamlingen,"Rohde, Johan."
1874,"3,-117","Röntsch, J."
1848,"37,-384","Reventlov, Arthur."
1750,"5,-297","Ravn, Albert."
1882,"53,-160","Holm, R. J."
1856,"53,-335","Ingemann, B. S."
